Hierarchie,,,,,,,Hierarchie_back,KISS,Gesamtraum_KIEL,Nordeuropa_KIEL,Skandinavien_KIEL,Daenemark_KIEL,Groenland_KIEL,Island_KIEL,Faeroer_KIEL,Schweden_KIEL,Norwegen_KIEL,Finnland_KIEL,Baltikum_KIEL,Estland_KIEL,Lettland_KIEL,Litauen_KIEL,Gesamtraum_KIEL,Nordeuropa_KIEL,Skandinavien_KIEL,Daenemark_KIEL,Groenland_KIEL,Island_KIEL,Faeroer_KIEL,Schweden_KIEL,Norwegen_KIEL,Finnland_KIEL,Baltikum_KIEL,Estland_KIEL,Lettland_KIEL,Litauen_KIEL,JSON
796,796,796,79X,,TRUE,0,796,spo 396*,,1,1,1,1,1,1,1,1,,,,,,#N/A,"kiss=""spo 375*"" or kiss=""spo 396*""","kiss=""spo 375*"" or kiss=""spo 396*""","kiss=""spo 375*"" or kiss=""spo 396*""","kiss=""spo 375*"" or kiss=""spo 396*""","kiss=""spo 375*"" or kiss=""spo 396*""","kiss=""spo 375*"" or kiss=""spo 396*""","kiss=""spo 375*"" or kiss=""spo 396*""","kiss=""spo 375*"" or kiss=""spo 396*""",#N/A,#N/A,#N/A,#N/A,#N/A,"{""nord"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\"""",""sca"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\"""",""dk"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\"""",""gro"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\"""",""ic"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\"""",""fae"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\"""",""se"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\"""",""no"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\""""}"
80,80,80,8X,,TRUE,0,80,nor 0*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
81*,81X,81X,8XX,,TRUE,0,81*,nor 20*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
81*,81X,81X,8XX,,TRUE,0,81*,nor 210*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
81*,81X,81X,8XX,,TRUE,0,81*,nor 303.100,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
81*,81X,81X,8XX,,TRUE,0,81*,nor 325*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
81*,81X,81X,8XX,,TRUE,0,81*,nor 326*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
81*,81X,81X,8XX,,TRUE,0,81*,nor 327*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
81*,81X,81X,8XX,,TRUE,0,81*,nor 329*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
81*,81X,81X,8XX,,TRUE,0,81*,nor 33*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
81*,81X,81X,8XX,,TRUE,0,81*,nor 810*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.1,811.1,811.1,811.X,,TRUE,0,811.1,nor 210.021,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.2,811.2,811.2,811.X,,TRUE,0,811.2,nor 247*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.2,811.2,811.2,811.X,,TRUE,0,811.2,nor 249*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.2,811.2,811.2,811.X,,TRUE,0,811.2,nor 25*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.2,811.2,811.2,811.X,,TRUE,0,811.2,nor 260*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.3,811.3,811.3,811.X,,TRUE,0,811.3,nor 245*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.3,811.3,811.3,811.X,,TRUE,0,811.3,nor 246*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.3,811.3,811.3,811.X,,TRUE,0,811.3,nor 293.200,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.3,811.3,811.3,811.X,,TRUE,0,811.3,nor 293.600,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.3,811.3,811.3,811.X,,TRUE,0,811.3,nor 293.800,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.4,811.4,811.4,811.X,,TRUE,0,811.4,nor 266*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.4,811.4,811.4,811.X,,TRUE,0,811.4,nor 268*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.4,811.4,811.4,811.X,,TRUE,0,811.4,nor 27*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.4,811.4,811.4,811.X,,TRUE,0,811.4,nor 28*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.4,811.4,811.4,811.X,,TRUE,0,811.4,nor 290*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.4,811.4,811.4,811.X,,TRUE,0,811.4,nor 293.400,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.5,811.5,811.5,811.X,,TRUE,0,811.5,nor 72*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.5,811.5,811.5,811.X,,TRUE,0,811.5,nor 73*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.5,811.5,811.5,811.X,,TRUE,0,811.5,nor 74*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.5,811.5,811.5,811.X,,TRUE,0,811.5,nor 75*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.5,811.5,811.5,811.X,,TRUE,0,811.5,nor 76*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.5,811.5,811.5,811.X,,TRUE,0,811.5,nor 77*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.5,811.5,811.5,811.X,,TRUE,0,811.5,nor 78*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.5,811.5,811.5,811.X,,TRUE,0,811.5,nor 79*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
811.6,811.6,811.6,811.X,,TRUE,0,811.6,nor 295*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
812.1,812.1,812.1,812.X,,TRUE,0,812.1,nor 460*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
812.2,812.2,812.2,812.X,,TRUE,0,812.2,nor 49*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
812.3,812.3,812.3,812.X,,TRUE,0,812.3,nor 490*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
812.4,812.4,812.4,812.X,,TRUE,0,812.4,nor 492*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
812.5,812.5,812.5,812.X,,TRUE,0,812.5,nor 88*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
812.5,812.5,812.5,812.X,,TRUE,0,812.5,nor 89*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
812.6,812.6,812.6,812.X,,TRUE,0,812.6,nor 900*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
813.1,813.1,813.1,813.X,,TRUE,0,813.1,nor 451.100,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
813.3,813.3,813.3,813.X,,TRUE,0,812.3,nor 453*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
813.4,813.4,813.4,813.X,,TRUE,0,813.4,nor 492*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
813.5,813.5,813.5,813.X,,TRUE,0,813.5,nor 855*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
813.6,813.6,813.6,813.X,,TRUE,0,813.6,nor 875*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
813.6,813.6,813.6,813.X,,TRUE,0,813.6,nor 900*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.1,814.1,814.1,814.X,,TRUE,0,814.1,nor 610*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.1,814.1,814.1,814.X,,TRUE,0,814.1,nor 675*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.2,814.2,814.2,814.X,,TRUE,0,814.2,nor 635*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.2,814.2,814.2,814.X,,TRUE,0,814.2,nor 678*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.2,814.2,814.2,814.X,,TRUE,0,814.2,nor 68*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.2,814.2,814.2,814.X,,TRUE,0,814.2,nor 694*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.2,814.2,814.2,814.X,,TRUE,0,814.2,nor 708*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.2,814.2,814.2,814.X,,TRUE,0,814.2,nor 710*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.3,814.3,814.3,814.X,,TRUE,0,814.3,nor 303.800,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.3,814.3,814.3,814.X,,TRUE,0,814.3,nor 675*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.3,814.3,814.3,814.X,,TRUE,0,814.3,nor 700*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.3,814.3,814.3,814.X,,TRUE,0,814.3,nor 701*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.3,814.3,814.3,814.X,,TRUE,0,814.3,nor 703*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.3,814.3,814.3,814.X,,TRUE,0,814.3,nor 704*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.3,814.3,814.3,814.X,,TRUE,0,814.3,nor 706*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.4,814.4,814.4,814.X,,TRUE,0,814.4,nor 689*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.5,814.5,814.5,814.X,,TRUE,0,814.5,nor 805*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.5,814.5,814.5,814.X,,TRUE,0,814.5,nor 936*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.5,814.5,814.5,814.X,,TRUE,0,814.5,nor 937*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.5,814.5,814.5,814.X,,TRUE,0,814.5,nor 938*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.5,814.5,814.5,814.X,,TRUE,0,814.5,nor 94*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.5,814.5,814.5,814.X,,TRUE,0,814.5,nor 95*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.5,814.5,814.5,814.X,,TRUE,0,814.5,nor 96*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.5,814.5,814.5,814.X,,TRUE,0,814.5,nor 97*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
814.6,814.6,814.6,814.X,,TRUE,0,814.6,nor 980*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.1,815.1,815.1,815.X,,TRUE,0,815.1,nor 340*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.2,815.2,815.2,815.X,,TRUE,0,815.2,nor 370*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.3,815.3,815.3,815.X,,TRUE,0,815.3,nor 303.200,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.3,815.3,815.3,815.X,,TRUE,0,815.3,nor 421*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.3,815.3,815.3,815.X,,TRUE,0,815.3,nor 422*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.3,815.3,815.3,815.X,,TRUE,0,815.3,nor 423*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.3,815.3,815.3,815.X,,TRUE,0,815.3,nor 424*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.3,815.3,815.3,815.X,,TRUE,0,815.3,nor 438*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.3,815.3,815.3,815.X,,TRUE,0,815.3,nor 440*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.3,815.3,815.3,815.X,,TRUE,0,815.3,nor 441*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.3,815.3,815.3,815.X,,TRUE,0,815.3,nor 442*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.3,815.3,815.3,815.X,,TRUE,0,815.3,nor 444*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.4,815.4,815.4,815.X,,TRUE,0,815.4,nor 425*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.4,815.4,815.4,815.X,,TRUE,0,815.4,nor 448*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.5,815.5,815.5,815.X,,TRUE,0,815.5,nor 800*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.5,815.5,815.5,815.X,,TRUE,0,815.5,nor 816*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.5,815.5,815.5,815.X,,TRUE,0,815.5,nor 817*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.5,815.5,815.5,815.X,,TRUE,0,815.5,nor 818*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.5,815.5,815.5,815.X,,TRUE,0,815.5,nor 82*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.5,815.5,815.5,815.X,,TRUE,0,815.5,nor 83*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.5,815.5,815.5,815.X,,TRUE,0,815.5,nor 840.100,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.5,815.5,815.5,815.X,,TRUE,0,815.5,nor 840.200,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.5,815.5,815.5,815.X,,TRUE,0,815.5,nor 840.300,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.5,815.5,815.5,815.X,,TRUE,0,815.5,nor 840.500,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.5,815.5,815.5,815.X,,TRUE,0,815.5,nor 840.600,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.5,815.5,815.5,815.X,,TRUE,0,815.5,nor 840.700,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
815.6,815.6,815.6,815.X,,TRUE,0,815.6,nor 850*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
816.1,816.1,816.1,816.X,,TRUE,0,816.1,nor 500*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
816.1,816.1,816.1,816.X,,TRUE,0,816.1,nor 565*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
816.2,816.2,816.2,816.X,,TRUE,0,816.2,nor 530*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
816.2,816.2,816.2,816.X,,TRUE,0,816.2,nor 568*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
816.2,816.2,816.2,816.X,,TRUE,0,816.2,nor 57*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
816.3,816.3,816.3,816.X,,TRUE,0,816.3,nor 303.600,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
816.3,816.3,816.3,816.X,,TRUE,0,816.3,nor 585*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
816.3,816.3,816.3,816.X,,TRUE,0,816.3,nor 586*,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
