025,025,02X,02X,TRUE,0,025,Bibliothekarische Tätigkeiten,,,,,,,,,,AWD* OR AWF* OR AWG* OR AWH* OR AWK* NOT AWD 0* NOT AWD 11*,,,,,,,,,,,,,,"lkl=""awd?"" or lkl=""awf?"" or lkl=""awg?"" or lkl=""awh?"" or lkl=""awk?"" not lkl=""awd 0?"" not lkl=""awd 11?""",,,,,"{""fi"":""lkl=\""awd?\"" or lkl=\""awf?\"" or lkl=\""awg?\"" or lkl=\""awh?\"" or lkl=\""awk?\"" not lkl=\""awd 0?\"" not lkl=\""awd 11?\""""}"
026,026,02X,02X,TRUE,0,026,Spezialbibliotheken,,,,,,,,,,AWP 150,,,,,,,,,,,,,,"lkl=""awp 150""",,,,,"{""fi"":""lkl=\""awp 150\""""}"
027,027,02X,02X,TRUE,0,027,Allgemeinbibliotheken,,,,,,,,,,AWP* (NOT AWP 150),,,,,,,,,,,,,,"lkl=""awp? (lkl=""not lkl=""awp 150"")",,,,,"{""fi"":""lkl=\""awp? (lkl=\""not lkl=\""awp 150\"")""}"
028,028,02X,02X,TRUE,0,028,Lesen und Nutzung anderer Informationsmedien,,,,,,,,,,ARN 0*-ARN 3* OR ARN 7*-ARN 9* OR ARM*,,,,,,,,,,,,,,"lkl=""arn 0?-arn 3?"" or lkl=""arn 7?-arn 9?"" or lkl=""arm?""",,,,,"{""fi"":""lkl=\""arn 0?-arn 3?\"" or lkl=\""arn 7?-arn 9?\"" or lkl=\""arm?\""""}"
03*,03X,0XX,0XX,TRUE,0,03*,Enzyklopädien,,,,,,,,,,AAA*,,,,,,,,,,,,,,"lkl=""aaa?""",,,,,"{""fi"":""lkl=\""aaa?\""""}"
05*,05X,0XX,0XX,TRUE,0,05*,"Zeitschriften, allgemeine fortlaufende Sammelwerke",,,,,,,,,,ARL 19*-ARL 22* OR ARM 370,,,,,,,,,,,,,,"lkl=""arl 19?-arl 22?"" or lkl=""arm 370""",,,,,"{""fi"":""lkl=\""arl 19?-arl 22?\"" or lkl=\""arm 370\""""}"
06*,06X,0XX,0XX,TRUE,2,06*,"Allgemeine Organisationen, Museumswissenschaft",,,,,,,,,,AD 000 OR ADA 000 OR ADB 000 OR ADF 000 OR ADN 000,,,,,,,,,,,,,,"lkl=""ad 000"" or lkl=""ada 000"" or lkl=""adb 000"" or lkl=""adf 000"" or lkl=""adn 000""",,,,,"{""fi"":""lkl=\""ad 000\"" or lkl=\""ada 000\"" or lkl=\""adb 000\"" or lkl=\""adf 000\"" or lkl=\""adn 000\""""}"
060,060,06X,06X,TRUE,0,06*,Allgemeine Organisationen,,,,,,,,,,ADA 000,,,,,,,,,,,,,,"lkl=""ada 000""",,,,,"{""fi"":""lkl=\""ada 000\""""}"
069,069,06X,06X,TRUE,0,069,Museumswissenschaft,,,,,,,,,,AD 000 ,,,,,,,,,,,,,,"lkl=""ad 000 """,,,,,"{""fi"":""lkl=\""ad 000 \""""}"
07*,07X,0XX,0XX,TRUE,0,07*,"Publizistische Medien, Journalismus, Verlagswesen",,,,,,,,,,BB 1** OR BBA 1** OR BBB OR BC 1** OR AU* ,,,,,,,,,,,,,,"lkl=""bb 1?"" or lkl=""bba 1?"" or lkl=""bbb"" or lkl=""bc 1?"" or lkl=""au? """,,,,,"{""fi"":""lkl=\""bb 1?\"" or lkl=\""bba 1?\"" or lkl=\""bbb\"" or lkl=\""bc 1?\"" or lkl=\""au? \""""}"
08*,08X,0XX,0XX,TRUE,0,08*,"Allgemeine Sammelwerke, Zitatensammlungen",,,,,,,,,,ARL 040,,,,,,,,,,,,,,"lkl=""arl 040""",,,,,"{""fi"":""lkl=\""arl 040\""""}"
2**,2XX,vifanord-ROOT,vifanord-ROOT,TRUE,7,2**,"Religion, Mythologie",,,,,,,,,,PNN 500 OR PNO 500 OR PNP 500 OR PNQ 500 OR PNR 500 OR CA* OR CBQ 100 OR CBD 121 OR QUM 100,,,,,,,,,,,,,,"lkl=""pnn 500"" or lkl=""pno 500"" or lkl=""pnp 500"" or lkl=""pnq 500"" or lkl=""pnr 500"" or lkl=""ca?"" or lkl=""cbq 100"" or lkl=""cbd 121"" or lkl=""qum 100""",,,,,"{""fi"":""lkl=\""pnn 500\"" or lkl=\""pno 500\"" or lkl=\""pnp 500\"" or lkl=\""pnq 500\"" or lkl=\""pnr 500\"" or lkl=\""ca?\"" or lkl=\""cbq 100\"" or lkl=\""cbd 121\"" or lkl=\""qum 100\""""}"
20*,20X,2XX,2XX,TRUE,0,20*,Allgemeines,hier auch 21*,,,,,,,,,CA*,,,,,,,,,,,,,,"lkl=""ca?""",,,,,"{""fi"":""lkl=\""ca?\""""}"
22*,22X,2XX,2XX,TRUE,0,22*,Die Bibel,,,,,,,,,,CGA* OR CGB* OR CGD* OR CGF* OR CGH* OR CGK*,,,,,,,,,,,,,,"lkl=""cga?"" or lkl=""cgb?"" or lkl=""cgd?"" or lkl=""cgf?"" or lkl=""cgh?"" or lkl=""cgk?""",,,,,"{""fi"":""lkl=\""cga?\"" or lkl=\""cgb?\"" or lkl=\""cgd?\"" or lkl=\""cgf?\"" or lkl=\""cgh?\"" or lkl=\""cgk?\""""}"
25*,25X,2XX,2XX,TRUE,5,262,Kirchenorganisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
251,251,25X,25X,TRUE,0,262 AND t0900,Zeitlich übergreifend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
252,252,25X,25X,TRUE,0,262 AND t0902,Mittelalter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
252,252,25X,25X,TRUE,0,262 AND t0903,Frühe Neuzeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
253,253,25X,25X,TRUE,0,262 AND t09034,19. Jahrhundert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
254,254,25X,25X,TRUE,0,262 AND t0904,20. Jahrhundert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
26*,26X,2XX,2XX,TRUE,0,266,Mission,,,,,,,,,,CZA 000,,,,,,,,,,,,,,"lkl=""cza 000""",,,,,"{""fi"":""lkl=\""cza 000\""""}"
27*,27X,2XX,2XX,TRUE,5,274,Geschichte des Christentums in Europa,,,,,,,,,,CI* OR QUM 700,,,,,,,,,,,,,,"lkl=""ci?"" or lkl=""qum 700""",,,,,"{""fi"":""lkl=\""ci?\"" or lkl=\""qum 700\""""}"
271,271,27X,27X,TRUE,0,274 AND t0900,Zeitlich übergreifend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
272,272,27X,27X,TRUE,0,274 AND t0902,Mittelalter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
273,273,27X,27X,TRUE,0,274 AND t0903,Frühe Neuzeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
274,274,27X,27X,TRUE,0,274 AND t09034,19. Jahrhundert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
275,275,27X,27X,TRUE,0,274 AND t0904,20. Jahrhundert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
28*,28X,2XX,2XX,TRUE,4,(280,Christliche Konfessionen und Sekten),"nur als Überschrift, nicht vergeben, sondern 274 für übergreifende, 28.. für einzelne Konfessionen",,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
281,281,28X,28X,TRUE,0,281,"Alte Kirche, Ostkirche",,,,,,,,,,CIV 360,,,,,,,,,,,,,,"lkl=""civ 360""",,,,,"{""fi"":""lkl=\""civ 360\""""}"
282,282,28X,28X,TRUE,0,282,Katholische Kirche,,,,,,,,,,CIH 000,,,,,,,,,,,,,,"lkl=""cih 000""",,,,,"{""fi"":""lkl=\""cih 000\""""}"
284,284,28X,28X,TRUE,0,284,Protestantische Konfession,,,,,,,,,,CIK 100,,,,,,,,,,,,,,"lkl=""cik 100""",,,,,"{""fi"":""lkl=\""cik 100\""""}"
289,289,28X,28X,TRUE,0,289,Andere christliche Konfessionen und Sekten,"hier auch 283, 285, 286, 287",,,,,,,,,CIX 000,,,,,,,,,,,,,,"lkl=""cix 000""",,,,,"{""fi"":""lkl=\""cix 000\""""}"
29*,29X,2XX,2XX,TRUE,0,29*,"Andere Religionen, Mythologie",,,,,,,,,,CB*,,,,,,,,,,,,,,"lkl=""cb?""",,,,,"{""fi"":""lkl=\""cb?\""""}"
3**,3XX,vifanord-ROOT,vifanord-ROOT,TRUE,10,3**,Sozialwissenschaften,,,,,,,,,,LE* OR LD* OR LI* ,,,,,,,,,,,,,,"lkl=""le?"" or lkl=""ld?"" or lkl=""li? """,,,,,"{""fi"":""lkl=\""le?\"" or lkl=\""ld?\"" or lkl=\""li? \""""}"
30*,30X,3XX,3XX,TRUE,8,30*,"Sozialwissenschaften, Soziologie",,,,,,,,,,LE* OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300,,,,,,,,,,,,,,"lkl=""le?"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300""",,,,,"{""fi"":""lkl=\""le?\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\""""}"
300,300,30X,30X,TRUE,0,300,Allgemeines,,,,,,,,,,LE* OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300,,,,,,,,,,,,,,"lkl=""le?"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300""",,,,,"{""fi"":""lkl=\""le?\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\""""}"
301,301,30X,30X,TRUE,0,301,"Soziologie, Anthropologie, Länderanalysen",,,,,,,,,,LE* OR QUA 100 OR QM 190 OR QM 140 OR QM 145 OR QE* OR WZ 000 OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300 OR LE 050 OR DK 000,,,,,,,,,,,,,,"lkl=""le?"" or lkl=""qua 100"" or lkl=""qm 190"" or lkl=""qm 140"" or lkl=""qm 145"" or lkl=""qe?"" or lkl=""wz 000"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300"" or lkl=""le 050"" or lkl=""dk 000""",,,,,"{""fi"":""lkl=\""le?\"" or lkl=\""qua 100\"" or lkl=\""qm 190\"" or lkl=\""qm 140\"" or lkl=\""qm 145\"" or lkl=\""qe?\"" or lkl=\""wz 000\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\"" or lkl=\""le 050\"" or lkl=\""dk 000\""""}"
302,302,30X,30X,TRUE,0,302,Soziale Interaktion,,,,,,,,,,LEC 120 OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300,,,,,,,,,,,,,,"lkl=""lec 120"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300""",,,,,"{""fi"":""lkl=\""lec 120\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\""""}"
303,303,30X,30X,TRUE,0,303,Gesellschaftliche Prozesse,,,,,,,,,,LEM 67*-LEM 71* OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300,,,,,,,,,,,,,,"lkl=""lem 67?-lem 71?"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300""",,,,,"{""fi"":""lkl=\""lem 67?-lem 71?\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\""""}"
304.*,304.X,30X,30X,TRUE,3,304.*,Das Sozialverhalten beeinflussende Faktoren,,,,,,,,,,LEI 430 OR FCH* OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300,,,,,,,,,,,,,,"lkl=""lei 430"" or lkl=""fch?"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300""",,,,,"{""fi"":""lkl=\""lei 430\"" or lkl=\""fch?\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\""""}"
304.1,304.1,304.X,304.X,TRUE,0,304.A,"Allgemeines, Umwelt, Soziobiologie",hier 304.2 und 304.5 zus.gefasst,,,,,,,,,WXO 000 OR WQ*,,,,,,,,,,,,,,"lkl=""wxo 000"" or lkl=""wq?""",,,,,"{""fi"":""lkl=\""wxo 000\"" or lkl=\""wq?\""""}"
304.6*,304.6X,304.X,304.X,TRUE,5,304.6,"Bevölkerung, Demographie",,,,,,,,,,LD* OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300,,,,,,,,,,,,,,"lkl=""ld?"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300""",,,,,"{""fi"":""lkl=\""ld?\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\""""}"
304.61,304.61,304.6X,304.6X,TRUE,0,304.6 AND t0900,Zeitlich übergreifend,,,,,,,,,,PNN 300 ,,,,,,,,,,,,,,"lkl=""pnn 300 """,,,,,"{""fi"":""lkl=\""pnn 300 \""""}"
304.62,304.62,304.6X,304.6X,TRUE,0,304.6 AND t0902,Mittelalter,,,,,,,,,,PNO 300,,,,,,,,,,,,,,"lkl=""pno 300""",,,,,"{""fi"":""lkl=\""pno 300\""""}"
304.63,304.63,304.6X,304.6X,TRUE,0,304.6 AND t0903,Frühe Neuzeit,,,,,,,,,,PNP 300,,,,,,,,,,,,,,"lkl=""pnp 300""",,,,,"{""fi"":""lkl=\""pnp 300\""""}"
304.64,304.64,304.6X,304.6X,TRUE,0,304.6 AND t09034,19. Jahrhundert,,,,,,,,,,PNQ 300,,,,,,,,,,,,,,"lkl=""pnq 300""",,,,,"{""fi"":""lkl=\""pnq 300\""""}"
304.65,304.65,304.6X,304.6X,TRUE,0,304.6 AND t0904,20. Jahrhundert,,,,,,,,,,PNR 300,,,,,,,,,,,,,,"lkl=""pnr 300""",,,,,"{""fi"":""lkl=\""pnr 300\""""}"
304.8*,304.8X,304.X,304.X,TRUE,5,304.8,Migration,,,,,,,,,,LDF* OR LDI* OR QUB 500 OR NQD 370 OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300,,,,,,,,,,,,,,"lkl=""ldf?"" or lkl=""ldi?"" or lkl=""qub 500"" or lkl=""nqd 370"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300""",,,,,"{""fi"":""lkl=\""ldf?\"" or lkl=\""ldi?\"" or lkl=\""qub 500\"" or lkl=\""nqd 370\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\""""}"
304.81,304.81,304.8X,304.8X,TRUE,0,304.8 AND t0900,Zeitlich übergreifend,,,,,,,,,,PNN 300,,,,,,,,,,,,,,"lkl=""pnn 300""",,,,,"{""fi"":""lkl=\""pnn 300\""""}"
304.82,304.82,304.8X,304.8X,TRUE,0,304.8 AND t0902,Mittelalter,,,,,,,,,,PNO 300,,,,,,,,,,,,,,"lkl=""pno 300""",,,,,"{""fi"":""lkl=\""pno 300\""""}"
304.83,304.83,304.8X,304.8X,TRUE,0,304.8 AND t0903,Frühe Neuzeit,,,,,,,,,,PNP 300,,,,,,,,,,,,,,"lkl=""pnp 300""",,,,,"{""fi"":""lkl=\""pnp 300\""""}"
304.84,304.84,304.8X,304.8X,TRUE,0,304.8 AND t09034,19. Jahrhundert,,,,,,,,,,PNQ 300,,,,,,,,,,,,,,"lkl=""pnq 300""",,,,,"{""fi"":""lkl=\""pnq 300\""""}"
304.85,304.85,304.8X,304.8X,TRUE,0,304.8 AND t0904,20. Jahrhundert,,,,,,,,,,PNR 300,,,,,,,,,,,,,,"lkl=""pnr 300""",,,,,"{""fi"":""lkl=\""pnr 300\""""}"
305.*,305.X,30X,30X,TRUE,6,305.*,Gesellschaftliche Gruppen,,,,,,,,,,LEE 130 OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300,,,,,,,,,,,,,,"lkl=""lee 130"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300""",,,,,"{""fi"":""lkl=\""lee 130\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\""""}"
305.1,305.1,305.X,305.X,TRUE,0,305.A,Allgemeines,,,,,,,,,,LEE 130 OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300,,,,,,,,,,,,,,"lkl=""lee 130"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300""",,,,,"{""fi"":""lkl=\""lee 130\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\""""}"
305.2*,305.2X,305.X,305.X,TRUE,5,305.5,"Schichten, Klassen, Milieu",,,,,,,,,,LEM 72*-LEM 75* OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300 OR LEQ 800,,,,,,,,,,,,,,"lkl=""lem 72?-lem 75?"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300"" or lkl=""leq 800""",,,,,"{""fi"":""lkl=\""lem 72?-lem 75?\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\"" or lkl=\""leq 800\""""}"
305.21,305.21,305.2X,305.2X,TRUE,0,305.5 AND t0900,Zeitlich übergreifend,,,,,,,,,,PNN 300,,,,,,,,,,,,,,"lkl=""pnn 300""",,,,,"{""fi"":""lkl=\""pnn 300\""""}"
305.22,305.22,305.2X,305.2X,TRUE,0,305.5 AND t0902,Mittelalter,,,,,,,,,,PNO 300,,,,,,,,,,,,,,"lkl=""pno 300""",,,,,"{""fi"":""lkl=\""pno 300\""""}"
305.23,305.23,305.2X,305.2X,TRUE,0,305.5 AND t0903,Frühe Neuzeit,,,,,,,,,,PNP 300,,,,,,,,,,,,,,"lkl=""pnp 300""",,,,,"{""fi"":""lkl=\""pnp 300\""""}"
305.24,305.24,305.2X,305.2X,TRUE,0,305.5 AND t09034,19. Jahrhundert,,,,,,,,,,PNQ 300,,,,,,,,,,,,,,"lkl=""pnq 300""",,,,,"{""fi"":""lkl=\""pnq 300\""""}"
305.25,305.25,305.2X,305.2X,TRUE,0,305.5 AND t0904,20. Jahrhundert,,,,,,,,,,PNR 300,,,,,,,,,,,,,,"lkl=""pnr 300""",,,,,"{""fi"":""lkl=\""pnr 300\""""}"
305.3,305.3,305.X,305.X,TRUE,0,305.2,Altersgruppen,,,,,,,,,,LEI 44*-LEI 53* OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300 OR QUC 100 OR QUC 5** OR QUC 6** ,,,,,,,,,,,,,,"lkl=""lei 44?-lei 53?"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300"" or lkl=""quc 100"" or lkl=""quc 5?"" or lkl=""quc 6? """,,,,,"{""fi"":""lkl=\""lei 44?-lei 53?\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\"" or lkl=\""quc 100\"" or lkl=\""quc 5?\"" or lkl=\""quc 6? \""""}"
305.4*,305.4X,305.X,305.X,TRUE,6,305.3,"Männer und Frauen, Geschlechterrolle",hier auch 305.4,,,,,,,,,LEG 28*-LEG 37* OR GS 000 OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300 OR QUC 1*-QUC 4*,,,,,,,,,,,,,,"lkl=""leg 28?-leg 37?"" or lkl=""gs 000"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300"" or lkl=""quc 1?-quc 4?""",,,,,"{""fi"":""lkl=\""leg 28?-leg 37?\"" or lkl=\""gs 000\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\"" or lkl=\""quc 1?-quc 4?\""""}"
305.41,305.41,305.4X,305.4X,TRUE,0,305.5 AND t0900,Zeitlich übergreifend,nur für Nordeuropa-Baum,,,,,,,,,PNN 300 OR GS 000 ,,,,,,,,,,,,,,"lkl=""pnn 300"" or lkl=""gs 000 """,,,,,"{""fi"":""lkl=\""pnn 300\"" or lkl=\""gs 000 \""""}"
305.42,305.42,305.4X,305.4X,TRUE,0,305.5 AND t0902,Mittelalter,,,,,,,,,,PNO 300 OR GS 000,,,,,,,,,,,,,,"lkl=""pno 300"" or lkl=""gs 000""",,,,,"{""fi"":""lkl=\""pno 300\"" or lkl=\""gs 000\""""}"
305.43,305.43,305.4X,305.4X,TRUE,0,305.5 AND t0903,Frühe Neuzeit,,,,,,,,,,PNP 300 OR GS 000,,,,,,,,,,,,,,"lkl=""pnp 300"" or lkl=""gs 000""",,,,,"{""fi"":""lkl=\""pnp 300\"" or lkl=\""gs 000\""""}"
305.44,305.44,305.4X,305.4X,TRUE,0,305.5 AND t09034,19. Jahrhundert,,,,,,,,,,PNQ 300 OR GS 000,,,,,,,,,,,,,,"lkl=""pnq 300"" or lkl=""gs 000""",,,,,"{""fi"":""lkl=\""pnq 300\"" or lkl=\""gs 000\""""}"
305.45,305.45,305.4X,305.4X,TRUE,0,305.5 AND t0904,20. Jahrhundert,,,,,,,,,,PNR 300 OR GS 000,,,,,,,,,,,,,,"lkl=""pnr 300"" or lkl=""gs 000""",,,,,"{""fi"":""lkl=\""pnr 300\"" or lkl=\""gs 000\""""}"
305.41,305.41,305.4X,305.4X,TRUE,0,305.409,Geschichte der Frau,"für Baltikum und Gesamtbaum, doppelt aufgeführt",,,,,,,,,LEG 350 OR GS 000 OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300,,,,,,,,,,,,,,"lkl=""leg 350"" or lkl=""gs 000"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300""",,,,,"{""fi"":""lkl=\""leg 350\"" or lkl=\""gs 000\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\""""}"
